tweet_id,timestamp,source,text,rating,rating_denominator,name,dog_stage,retweet_count,like_count,jpg_url,dog_breed,percentage_conf
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,13,10,Oliver,,4449,22136,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,62.6152
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,12,10,Jim,,3766,25660,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever,71.4719
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,13,10,Zeke,,3540,22489,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever,46.976
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13,10,Ralphus,,2879,17330,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky,70.0377
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12,10,Gerald,,2898,19162,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog,99.5026
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13,10,Jeffrey,,4538,26646,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,82.1664
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13,10,Canela,,15037,60236,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,80.9197
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13,10,None,,8816,29610,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican Hairless,33.0741
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12,10,None,,4994,27003,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,73.3942
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13,10,Maya,,6323,30410,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,79.3469
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help
",13,10,Mingus,,2633,10505,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,30.970599999999997
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12,10,Roscoe,pupper,2631,18563,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog,99.9201
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13,10,Waffles,,5293,24547,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,94.3575
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12,10,Jimbo,,5618,28632,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel,97.2494
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13,10,Maisey,,5332,31617,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,36.9275
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13,10,None,,3671,19272,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,81.2482
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12,10,Earl,,15038,67344,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian Greyhound,25.9916
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13,10,Lola,,4676,24399,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,82.2103
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13,10,Kevin,,3916,21338,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,54.640600000000006
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14,10,None,,4792,23879,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,99.3225
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12,10,Yogi,doggo,2507,17954,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German Shepherd,70.7046
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12,10,Noah,,2865,19193,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,61.0946
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5,10,Bella,,8277,40237,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden Retriever,94.3082
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13,10,Grizzwald,floofer,3084,19963,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,98.7997
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13,10,None,,5540,32533,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden Retriever,94.9562
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13,10,Rusty,,3248,21001,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo Dog,46.67779999999999
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12,10,Gus,pupper,4100,24818,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador Retriever,85.005
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13,10,Stanley,,5067,24616,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,54.298199999999994
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13,10,Alfy,,9642,39223,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden Retriever,76.22109999999999
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13,10,Koko,,4083,25749,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Golden Retriever,0.694063
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12,10,Rey,,2856,21455,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,29.1539
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13,10,Gary,,8966,44587,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,52.9012
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",14,10,,pupper,13407,43482,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,28.146300000000004
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12,10,None,,3202,18721,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,79.1416
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12,10,Bella,,5219,25042,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden Retriever,91.3255
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12,10,Jesse,,3468,23684,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,23.8525
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11,10,None,,3655,24355,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature Pinscher,12.0298
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13,10,Romeo,,2930,19724,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,81.3507
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12,10,Bailey,,2628,20720,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German Short-Haired Pointer,47.989599999999996
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13,10,Duddles,,37473,92937,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer,38.3404
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12,10,Jack,,2651,14869,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador Retriever,3.34961
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13,10,Beau,,2244,16795,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,96.0513
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13,10,Snoopy,puppo,3437,17145,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian Greyhound,73.4684
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below
",13,10,Shadow,,1078,6784,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,32.042
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14,10,Emmy,,5746,37170,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French Bulldog,83.9097
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13,10,Aja,,15823,69366,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay Retriever,83.7956
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12,10,Penny,,3171,19919,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,99.5368
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13,10,Dante,,4349,24169,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,50.996700000000004
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12,10,Nelly,,4632,23886,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,93.112
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12,10,Ginger,pupper,2806,18233,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,57.5751
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13,10,Benedict,,2003,16577,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden Retriever,87.4566
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13,10,Venti,,3906,24704,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese Mountain Dog,53.4327
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13,10,Goose,,3585,22128,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador Retriever,79.9551
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13,10,Nugget,,4160,19427,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian Husky,24.5048
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12,10,None,,3975,22570,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland White Terrier,71.4319
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12,10,Cash,,3920,24623,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador Retriever,83.6052
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13,10,Jed,pupper,3484,22986,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker Spaniel,43.7216
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12,10,None,,3379,20132,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-Coated Retriever,83.21770000000001
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13,10,Sebastian,puppo,8599,30147,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,80.6674
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13,10,None,,3344,21398,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,67.85369999999999
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below
",12,10,Sierra,pupper,1332,6325,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,61.978199999999994
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12,10,None,doggo,4565,24099,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador Retriever,47.6913
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13,10,None,,3168,13083,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug,99.912
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13,10,Monkey,,3068,18334,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker Spaniel,51.31909999999999
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12,10,None,,7723,36126,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,93.18610000000001
872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12,10,Kody,,6835,30252,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Pug,6.67363
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13,10,Lassie,,9255,33133,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland Sheepdog,96.9171
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12,10,Rover,pupper,2972,17903,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador Retriever,92.1393
871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12,10,Napolean,doggo,2943,17904,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,Komondor,97.4781
871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13,10,Boomer,,3228,20175,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,Kelpie,39.8053
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:",13,10,Cody,,2211,10901,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,94.5495
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13,10,Zoey,,22764,74005,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden Retriever,84.1001
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",13,10,Rumble,,3551,19497,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater Swiss Mountain Dog,62.275200000000005
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13,10,Dewey,,8702,38053,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,98.01480000000001
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,13,10,Stanley,,5388,25086,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,99.3449
869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,12,10,Scout,doggo,2640,14226,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,95.5156
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,13,10,Gizmo,,3201,18152,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,66.4181
868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter,14,10,Walter,,12268,58039,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French Bulldog,9.99839
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,13,10,None,,4477,23659,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador Retriever,86.8107
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help
",12,10,Cooper,,1754,8974,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Whippet,37.8151
867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",12,10,None,,3576,21622,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador Retriever,52.2644
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold,13,10,Harold,,6258,30297,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border Collie,66.1953
867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo,12,10,Shikha,puppo,2118,14361,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo Dog,61.64569999999999
867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10",13,10,None,,6792,28731,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,47.14029999999999
